Date,Time,Building,Floor,Carbon Emissions (kg CO₂),Source Type
10/7/2024,16:00,ECSW UTD,4,5.82,HVAC
10/7/2024,16:00,ECSW UTD,4,2.84,Lighting
10/7/2024,16:00,ECSW UTD,4,2.72,Computing
10/7/2024,16:00,ECSW UTD,4,4.28,Refrigeration
10/7/2024,16:00,ECSW UTD,4,2.31,Office Equipment
10/7/2024,17:00,ECSW UTD,1,4.81,HVAC
10/7/2024,17:00,ECSW UTD,1,1.9,Lighting
10/7/2024,17:00,ECSW UTD,1,2.71,Computing
10/7/2024,17:00,ECSW UTD,1,3.49,Refrigeration
10/7/2024,17:00,ECSW UTD,1,1.18,Office Equipment
10/7/2024,17:00,ECSW UTD,2,4.39,HVAC
10/7/2024,17:00,ECSW UTD,2,2.02,Lighting
10/7/2024,17:00,ECSW UTD,2,2.62,Computing
10/7/2024,17:00,ECSW UTD,2,4.12,Refrigeration
10/7/2024,17:00,ECSW UTD,2,0.72,Office Equipment
10/7/2024,17:00,ECSW UTD,3,5.17,HVAC
10/7/2024,17:00,ECSW UTD,3,2.42,Lighting
10/7/2024,17:00,ECSW UTD,3,2,Computing
10/7/2024,17:00,ECSW UTD,3,4.19,Refrigeration
10/7/2024,17:00,ECSW UTD,3,2.11,Office Equipment
10/7/2024,17:00,ECSW UTD,4,4.4,HVAC
10/7/2024,17:00,ECSW UTD,4,2.84,Lighting
10/7/2024,17:00,ECSW UTD,4,3.21,Computing
10/7/2024,17:00,ECSW UTD,4,3.65,Refrigeration
10/7/2024,17:00,ECSW UTD,4,1.47,Office Equipment
10/8/2024,9:00,ECSW UTD,1,5.28,HVAC
10/8/2024,9:00,ECSW UTD,1,2.04,Lighting
10/8/2024,9:00,ECSW UTD,1,3.27,Computing
10/8/2024,9:00,ECSW UTD,1,3.54,Refrigeration
10/8/2024,9:00,ECSW UTD,1,1.58,Office Equipment
10/8/2024,9:00,ECSW UTD,2,4.29,HVAC
10/8/2024,9:00,ECSW UTD,2,1.94,Lighting
10/8/2024,9:00,ECSW UTD,2,2.55,Computing
10/8/2024,9:00,ECSW UTD,2,3.63,Refrigeration
10/8/2024,9:00,ECSW UTD,2,2.12,Office Equipment
10/8/2024,9:00,ECSW UTD,3,5.55,HVAC
10/8/2024,9:00,ECSW UTD,3,2.3,Lighting
10/8/2024,9:00,ECSW UTD,3,2.45,Computing
10/8/2024,9:00,ECSW UTD,3,3.84,Refrigeration
10/8/2024,9:00,ECSW UTD,3,2.11,Office Equipment
10/8/2024,9:00,ECSW UTD,4,5.07,HVAC
10/8/2024,9:00,ECSW UTD,4,3.16,Lighting
10/8/2024,9:00,ECSW UTD,4,3.2,Computing
10/8/2024,9:00,ECSW UTD,4,4.1,Refrigeration
10/8/2024,9:00,ECSW UTD,4,1.35,Office Equipment
10/8/2024,10:00,ECSW UTD,1,5.07,HVAC
10/8/2024,10:00,ECSW UTD,1,1.92,Lighting
10/8/2024,10:00,ECSW UTD,1,3.35,Computing
10/8/2024,10:00,ECSW UTD,1,4.48,Refrigeration
10/8/2024,10:00,ECSW UTD,1,1.11,Office Equipment
10/8/2024,10:00,ECSW UTD,2,4.33,HVAC
10/8/2024,10:00,ECSW UTD,2,1.08,Lighting
10/8/2024,10:00,ECSW UTD,2,3.25,Computing
10/8/2024,10:00,ECSW UTD,2,3.45,Refrigeration
10/8/2024,10:00,ECSW UTD,2,0.42,Office Equipment
10/8/2024,10:00,ECSW UTD,3,5.19,HVAC
10/8/2024,10:00,ECSW UTD,3,3.25,Lighting
10/8/2024,10:00,ECSW UTD,3,3,Computing
10/8/2024,10:00,ECSW UTD,3,4.42,Refrigeration
10/8/2024,10:00,ECSW UTD,3,1.54,Office Equipment
10/8/2024,10:00,ECSW UTD,4,4.95,HVAC
10/8/2024,10:00,ECSW UTD,4,2.46,Lighting
10/8/2024,10:00,ECSW UTD,4,2.85,Computing
10/8/2024,10:00,ECSW UTD,4,4.13,Refrigeration
10/8/2024,10:00,ECSW UTD,4,1.66,Office Equipment
10/8/2024,11:00,ECSW UTD,1,4.67,HVAC
10/8/2024,11:00,ECSW UTD,1,2.5,Lighting
10/8/2024,11:00,ECSW UTD,1,2.91,Computing
10/8/2024,11:00,ECSW UTD,1,3.62,Refrigeration
10/8/2024,11:00,ECSW UTD,1,1.77,Office Equipment
10/8/2024,11:00,ECSW UTD,2,4.55,HVAC
10/8/2024,11:00,ECSW UTD,2,2.01,Lighting
10/8/2024,11:00,ECSW UTD,2,3,Computing
10/8/2024,11:00,ECSW UTD,2,4.54,Refrigeration
10/8/2024,11:00,ECSW UTD,2,1.74,Office Equipment
10/8/2024,11:00,ECSW UTD,3,4.99,HVAC
10/8/2024,11:00,ECSW UTD,3,2.41,Lighting
10/8/2024,11:00,ECSW UTD,3,3.7,Computing
10/8/2024,11:00,ECSW UTD,3,4.28,Refrigeration
10/8/2024,11:00,ECSW UTD,3,1.51,Office Equipment
10/8/2024,11:00,ECSW UTD,4,4.34,HVAC
10/8/2024,11:00,ECSW UTD,4,1.47,Lighting
10/8/2024,11:00,ECSW UTD,4,2.85,Computing
10/8/2024,11:00,ECSW UTD,4,3.7,Refrigeration
10/8/2024,11:00,ECSW UTD,4,1.41,Office Equipment
10/8/2024,12:00,ECSW UTD,1,5.03,HVAC
10/8/2024,12:00,ECSW UTD,1,2.26,Lighting
10/8/2024,12:00,ECSW UTD,1,2.96,Computing
10/8/2024,12:00,ECSW UTD,1,4.24,Refrigeration
10/8/2024,12:00,ECSW UTD,1,1.53,Office Equipment
10/8/2024,12:00,ECSW UTD,2,4.01,HVAC
10/8/2024,12:00,ECSW UTD,2,1.53,Lighting
10/8/2024,12:00,ECSW UTD,2,2.93,Computing
10/8/2024,12:00,ECSW UTD,2,3.4,Refrigeration
10/8/2024,12:00,ECSW UTD,2,1.8,Office Equipment
10/8/2024,12:00,ECSW UTD,3,5.77,HVAC
10/8/2024,12:00,ECSW UTD,3,2.61,Lighting
10/8/2024,12:00,ECSW UTD,3,2.89,Computing
10/8/2024,12:00,ECSW UTD,3,4.75,Refrigeration
10/8/2024,12:00,ECSW UTD,3,1.57,Office Equipment
10/8/2024,12:00,ECSW UTD,4,4.83,HVAC
10/8/2024,12:00,ECSW UTD,4,1.69,Lighting
10/8/2024,12:00,ECSW UTD,4,2.85,Computing
10/8/2024,12:00,ECSW UTD,4,3.81,Refrigeration
10/8/2024,12:00,ECSW UTD,4,1.59,Office Equipment
10/8/2024,13:00,ECSW UTD,1,5.08,HVAC
10/8/2024,13:00,ECSW UTD,1,2,Lighting
10/8/2024,13:00,ECSW UTD,1,3.22,Computing
10/8/2024,13:00,ECSW UTD,1,4.6,Refrigeration
10/8/2024,13:00,ECSW UTD,1,1.97,Office Equipment
10/8/2024,13:00,ECSW UTD,2,4.26,HVAC
10/8/2024,13:00,ECSW UTD,2,0.72,Lighting
10/8/2024,13:00,ECSW UTD,2,3.47,Computing
10/8/2024,13:00,ECSW UTD,2,3.32,Refrigeration
10/8/2024,13:00,ECSW UTD,2,1.39,Office Equipment
10/8/2024,13:00,ECSW UTD,3,4.41,HVAC
10/8/2024,13:00,ECSW UTD,3,1.1,Lighting
10/8/2024,13:00,ECSW UTD,3,3.27,Computing
10/8/2024,13:00,ECSW UTD,3,4.38,Refrigeration
10/8/2024,13:00,ECSW UTD,3,1.21,Office Equipment
10/8/2024,13:00,ECSW UTD,4,3.7,HVAC
10/8/2024,13:00,ECSW UTD,4,1.73,Lighting
10/8/2024,13:00,ECSW UTD,4,3.2,Computing
10/8/2024,13:00,ECSW UTD,4,3.26,Refrigeration
10/8/2024,13:00,ECSW UTD,4,1.59,Office Equipment
10/8/2024,14:00,ECSW UTD,1,4.99,HVAC
10/8/2024,14:00,ECSW UTD,1,2.29,Lighting
10/8/2024,14:00,ECSW UTD,1,3.06,Computing
10/8/2024,14:00,ECSW UTD,1,3.51,Refrigeration
10/8/2024,14:00,ECSW UTD,1,2.1,Office Equipment
10/8/2024,14:00,ECSW UTD,2,4.92,HVAC
10/8/2024,14:00,ECSW UTD,2,1.99,Lighting
10/8/2024,14:00,ECSW UTD,2,2.53,Computing
10/8/2024,14:00,ECSW UTD,2,3.78,Refrigeration
10/8/2024,14:00,ECSW UTD,2,1.06,Office Equipment
10/8/2024,14:00,ECSW UTD,3,4.91,HVAC
10/8/2024,14:00,ECSW UTD,3,2.86,Lighting
10/8/2024,14:00,ECSW UTD,3,2.31,Computing
10/8/2024,14:00,ECSW UTD,3,3.19,Refrigeration
10/8/2024,14:00,ECSW UTD,3,2.24,Office Equipment
10/8/2024,14:00,ECSW UTD,4,4.9,HVAC
10/8/2024,14:00,ECSW UTD,4,1.67,Lighting
10/8/2024,14:00,ECSW UTD,4,3.52,Computing
10/8/2024,14:00,ECSW UTD,4,3.7,Refrigeration
10/8/2024,14:00,ECSW UTD,4,2.41,Office Equipment
10/8/2024,15:00,ECSW UTD,1,5.34,HVAC
10/8/2024,15:00,ECSW UTD,1,1.76,Lighting
10/8/2024,15:00,ECSW UTD,1,4.08,Computing
10/8/2024,15:00,ECSW UTD,1,3.7,Refrigeration
10/8/2024,15:00,ECSW UTD,1,1.87,Office Equipment
10/8/2024,15:00,ECSW UTD,2,5.15,HVAC
10/8/2024,15:00,ECSW UTD,2,2.65,Lighting
10/8/2024,15:00,ECSW UTD,2,3.78,Computing
10/8/2024,15:00,ECSW UTD,2,4.02,Refrigeration
10/8/2024,15:00,ECSW UTD,2,1.12,Office Equipment
10/8/2024,15:00,ECSW UTD,3,5.23,HVAC
10/8/2024,15:00,ECSW UTD,3,1.66,Lighting
10/8/2024,15:00,ECSW UTD,3,4.01,Computing
10/8/2024,15:00,ECSW UTD,3,4.07,Refrigeration
10/8/2024,15:00,ECSW UTD,3,1.32,Office Equipment
10/8/2024,15:00,ECSW UTD,4,5.09,HVAC
10/8/2024,15:00,ECSW UTD,4,1.33,Lighting
10/8/2024,15:00,ECSW UTD,4,2.51,Computing
10/8/2024,15:00,ECSW UTD,4,4.6,Refrigeration
10/8/2024,15:00,ECSW UTD,4,1.17,Office Equipment
10/8/2024,16:00,ECSW UTD,1,4.48,HVAC
10/8/2024,16:00,ECSW UTD,1,2.27,Lighting
10/8/2024,16:00,ECSW UTD,1,3.59,Computing
10/8/2024,16:00,ECSW UTD,1,4.36,Refrigeration
10/8/2024,16:00,ECSW UTD,1,2,Office Equipment
10/8/2024,16:00,ECSW UTD,2,4.62,HVAC
10/8/2024,16:00,ECSW UTD,2,1.29,Lighting
10/8/2024,16:00,ECSW UTD,2,3.75,Computing
10/8/2024,16:00,ECSW UTD,2,3.84,Refrigeration
10/8/2024,16:00,ECSW UTD,2,1.37,Office Equipment
10/8/2024,16:00,ECSW UTD,3,5.66,HVAC
10/8/2024,16:00,ECSW UTD,3,2.28,Lighting
10/8/2024,16:00,ECSW UTD,3,3.23,Computing
10/8/2024,16:00,ECSW UTD,3,5.08,Refrigeration
10/8/2024,16:00,ECSW UTD,3,1.18,Office Equipment
10/8/2024,16:00,ECSW UTD,4,5.46,HVAC
10/8/2024,16:00,ECSW UTD,4,2.03,Lighting
10/8/2024,16:00,ECSW UTD,4,3.13,Computing
10/8/2024,16:00,ECSW UTD,4,4.76,Refrigeration
10/8/2024,16:00,ECSW UTD,4,1.75,Office Equipment
10/8/2024,17:00,ECSW UTD,1,5.27,HVAC
10/8/2024,17:00,ECSW UTD,1,2.54,Lighting
10/8/2024,17:00,ECSW UTD,1,2.82,Computing
10/8/2024,17:00,ECSW UTD,1,3.58,Refrigeration
10/8/2024,17:00,ECSW UTD,1,0.98,Office Equipment
10/8/2024,17:00,ECSW UTD,2,4.02,HVAC
10/8/2024,17:00,ECSW UTD,2,3.03,Lighting
10/8/2024,17:00,ECSW UTD,2,2.45,Computing
10/8/2024,17:00,ECSW UTD,2,3.89,Refrigeration
10/8/2024,17:00,ECSW UTD,2,1.36,Office Equipment
10/8/2024,17:00,ECSW UTD,3,5.15,HVAC
10/8/2024,17:00,ECSW UTD,3,2.41,Lighting
10/8/2024,17:00,ECSW UTD,3,3.43,Computing
10/8/2024,17:00,ECSW UTD,3,3.71,Refrigeration
10/8/2024,17:00,ECSW UTD,3,1.42,Office Equipment
10/8/2024,17:00,ECSW UTD,4,5.14,HVAC
10/8/2024,17:00,ECSW UTD,4,1.88,Lighting
10/8/2024,17:00,ECSW UTD,4,3.8,Computing
10/8/2024,17:00,ECSW UTD,4,4.25,Refrigeration
10/8/2024,17:00,ECSW UTD,4,1.87,Office Equipment
10/9/2024,9:00,ECSW UTD,1,5.33,HVAC
10/9/2024,9:00,ECSW UTD,1,2.59,Lighting
10/9/2024,9:00,ECSW UTD,1,3.09,Computing
10/9/2024,9:00,ECSW UTD,1,3.35,Refrigeration
10/9/2024,9:00,ECSW UTD,1,1.7,Office Equipment
10/9/2024,9:00,ECSW UTD,2,4.67,HVAC
10/9/2024,9:00,ECSW UTD,2,1.74,Lighting
10/9/2024,9:00,ECSW UTD,2,3.29,Computing
10/9/2024,9:00,ECSW UTD,2,4.62,Refrigeration
10/9/2024,9:00,ECSW UTD,2,1.51,Office Equipment
10/9/2024,9:00,ECSW UTD,3,5.15,HVAC
10/9/2024,9:00,ECSW UTD,3,2.85,Lighting
10/9/2024,9:00,ECSW UTD,3,3.12,Computing
10/9/2024,9:00,ECSW UTD,3,5.3,Refrigeration
10/9/2024,9:00,ECSW UTD,3,1.78,Office Equipment
10/9/2024,9:00,ECSW UTD,4,4.12,HVAC
10/9/2024,9:00,ECSW UTD,4,2.38,Lighting
10/9/2024,9:00,ECSW UTD,4,3.19,Computing
10/9/2024,9:00,ECSW UTD,4,4.64,Refrigeration
10/9/2024,9:00,ECSW UTD,4,1.84,Office Equipment
10/9/2024,10:00,ECSW UTD,1,4.93,HVAC
10/9/2024,10:00,ECSW UTD,1,1.39,Lighting
10/9/2024,10:00,ECSW UTD,1,2.9,Computing
10/9/2024,10:00,ECSW UTD,1,3.57,Refrigeration
10/9/2024,10:00,ECSW UTD,1,1.21,Office Equipment
10/9/2024,10:00,ECSW UTD,2,5.29,HVAC
10/9/2024,10:00,ECSW UTD,2,2.83,Lighting
10/9/2024,10:00,ECSW UTD,2,3.2,Computing
10/9/2024,10:00,ECSW UTD,2,3.4,Refrigeration
10/9/2024,10:00,ECSW UTD,2,1.72,Office Equipment
10/9/2024,10:00,ECSW UTD,3,5.6,HVAC
10/9/2024,10:00,ECSW UTD,3,1.7,Lighting
10/9/2024,10:00,ECSW UTD,3,2.93,Computing
10/9/2024,10:00,ECSW UTD,3,4.01,Refrigeration
10/9/2024,10:00,ECSW UTD,3,1.11,Office Equipment
10/9/2024,10:00,ECSW UTD,4,5.32,HVAC
10/9/2024,10:00,ECSW UTD,4,1.94,Lighting
10/9/2024,10:00,ECSW UTD,4,3.21,Computing
10/9/2024,10:00,ECSW UTD,4,3.56,Refrigeration
10/9/2024,10:00,ECSW UTD,4,1.28,Office Equipment
10/9/2024,11:00,ECSW UTD,1,5.36,HVAC
10/9/2024,11:00,ECSW UTD,1,1.81,Lighting
10/9/2024,11:00,ECSW UTD,1,3.86,Computing
10/9/2024,11:00,ECSW UTD,1,3.8,Refrigeration
10/9/2024,11:00,ECSW UTD,1,1.61,Office Equipment
10/9/2024,11:00,ECSW UTD,2,5.47,HVAC
10/9/2024,11:00,ECSW UTD,2,1.29,Lighting
10/9/2024,11:00,ECSW UTD,2,2.12,Computing
10/9/2024,11:00,ECSW UTD,2,3.24,Refrigeration
10/9/2024,11:00,ECSW UTD,2,2.13,Office Equipment
10/9/2024,11:00,ECSW UTD,3,4.72,HVAC
10/9/2024,11:00,ECSW UTD,3,3.28,Lighting
10/9/2024,11:00,ECSW UTD,3,2.72,Computing
10/9/2024,11:00,ECSW UTD,3,4.09,Refrigeration
10/9/2024,11:00,ECSW UTD,3,2.27,Office Equipment
10/9/2024,11:00,ECSW UTD,4,6,HVAC
10/9/2024,11:00,ECSW UTD,4,3.03,Lighting
10/9/2024,11:00,ECSW UTD,4,3.6,Computing
10/9/2024,11:00,ECSW UTD,4,4.51,Refrigeration
10/9/2024,11:00,ECSW UTD,4,1.8,Office Equipment
10/9/2024,12:00,ECSW UTD,1,5.39,HVAC
10/9/2024,12:00,ECSW UTD,1,1.72,Lighting
10/9/2024,12:00,ECSW UTD,1,2.59,Computing
10/9/2024,12:00,ECSW UTD,1,4,Refrigeration
10/9/2024,12:00,ECSW UTD,1,1.41,Office Equipment
10/9/2024,12:00,ECSW UTD,2,4.77,HVAC
10/9/2024,12:00,ECSW UTD,2,2.35,Lighting
10/9/2024,12:00,ECSW UTD,2,3.48,Computing
10/9/2024,12:00,ECSW UTD,2,4.04,Refrigeration
10/9/2024,12:00,ECSW UTD,2,2.24,Office Equipment
10/9/2024,12:00,ECSW UTD,3,4.43,HVAC
10/9/2024,12:00,ECSW UTD,3,1.9,Lighting
10/9/2024,12:00,ECSW UTD,3,2.64,Computing
10/9/2024,12:00,ECSW UTD,3,3.07,Refrigeration
10/9/2024,12:00,ECSW UTD,3,1.46,Office Equipment
10/9/2024,12:00,ECSW UTD,4,4.94,HVAC
10/9/2024,12:00,ECSW UTD,4,2.76,Lighting
10/9/2024,12:00,ECSW UTD,4,3.32,Computing
10/9/2024,12:00,ECSW UTD,4,3.49,Refrigeration
10/9/2024,12:00,ECSW UTD,4,2.43,Office Equipment
10/9/2024,13:00,ECSW UTD,1,5.61,HVAC
10/9/2024,13:00,ECSW UTD,1,2.29,Lighting
10/9/2024,13:00,ECSW UTD,1,2.89,Computing
10/9/2024,13:00,ECSW UTD,1,3.52,Refrigeration
10/9/2024,13:00,ECSW UTD,1,1.31,Office Equipment
10/9/2024,13:00,ECSW UTD,2,5.54,HVAC
10/9/2024,13:00,ECSW UTD,2,2.94,Lighting
10/9/2024,13:00,ECSW UTD,2,3.77,Computing
10/9/2024,13:00,ECSW UTD,2,3.76,Refrigeration
10/9/2024,13:00,ECSW UTD,2,0.94,Office Equipment
10/9/2024,13:00,ECSW UTD,3,5.07,HVAC
10/9/2024,13:00,ECSW UTD,3,1.12,Lighting
10/9/2024,13:00,ECSW UTD,3,3.16,Computing
10/9/2024,13:00,ECSW UTD,3,3.93,Refrigeration
10/9/2024,13:00,ECSW UTD,3,1.27,Office Equipment
10/9/2024,13:00,ECSW UTD,4,4.2,HVAC
10/9/2024,13:00,ECSW UTD,4,2.26,Lighting
10/9/2024,13:00,ECSW UTD,4,2.73,Computing
10/9/2024,13:00,ECSW UTD,4,3.42,Refrigeration
10/9/2024,13:00,ECSW UTD,4,0.06,Office Equipment
10/9/2024,14:00,ECSW UTD,1,4.99,HVAC
10/9/2024,14:00,ECSW UTD,1,2.89,Lighting
10/9/2024,14:00,ECSW UTD,1,3.83,Computing
10/9/2024,14:00,ECSW UTD,1,3.77,Refrigeration
10/9/2024,14:00,ECSW UTD,1,1.2,Office Equipment
10/9/2024,14:00,ECSW UTD,2,5.23,HVAC
10/9/2024,14:00,ECSW UTD,2,1.5,Lighting
10/9/2024,14:00,ECSW UTD,2,3.15,Computing
10/9/2024,14:00,ECSW UTD,2,4.38,Refrigeration
10/9/2024,14:00,ECSW UTD,2,2.11,Office Equipment
10/9/2024,14:00,ECSW UTD,3,4.95,HVAC
10/9/2024,14:00,ECSW UTD,3,1.9,Lighting
10/9/2024,14:00,ECSW UTD,3,2.56,Computing
10/9/2024,14:00,ECSW UTD,3,3.59,Refrigeration
10/9/2024,14:00,ECSW UTD,3,1.39,Office Equipment
10/9/2024,14:00,ECSW UTD,4,5.18,HVAC
10/9/2024,14:00,ECSW UTD,4,2.46,Lighting
10/9/2024,14:00,ECSW UTD,4,2.6,Computing
10/9/2024,14:00,ECSW UTD,4,4.75,Refrigeration
10/9/2024,14:00,ECSW UTD,4,1.36,Office Equipment
10/9/2024,15:00,ECSW UTD,1,4.99,HVAC
10/9/2024,15:00,ECSW UTD,1,1.63,Lighting
10/9/2024,15:00,ECSW UTD,1,1.79,Computing
10/9/2024,15:00,ECSW UTD,1,4.44,Refrigeration
10/9/2024,15:00,ECSW UTD,1,1.87,Office Equipment
10/9/2024,15:00,ECSW UTD,2,4.86,HVAC
10/9/2024,15:00,ECSW UTD,2,2.03,Lighting
10/9/2024,15:00,ECSW UTD,2,3.26,Computing
10/9/2024,15:00,ECSW UTD,2,3.22,Refrigeration
10/9/2024,15:00,ECSW UTD,2,1.24,Office Equipment
10/9/2024,15:00,ECSW UTD,3,5.4,HVAC
10/9/2024,15:00,ECSW UTD,3,1.37,Lighting
10/9/2024,15:00,ECSW UTD,3,3.15,Computing
10/9/2024,15:00,ECSW UTD,3,3.32,Refrigeration
10/9/2024,15:00,ECSW UTD,3,1.73,Office Equipment
10/9/2024,15:00,ECSW UTD,4,4.98,HVAC
10/9/2024,15:00,ECSW UTD,4,1.19,Lighting
10/9/2024,15:00,ECSW UTD,4,3.58,Computing
10/9/2024,15:00,ECSW UTD,4,3.63,Refrigeration
10/9/2024,15:00,ECSW UTD,4,1.09,Office Equipment
10/9/2024,16:00,ECSW UTD,1,5.1,HVAC
10/9/2024,16:00,ECSW UTD,1,2.57,Lighting
10/9/2024,16:00,ECSW UTD,1,2.49,Computing
10/9/2024,16:00,ECSW UTD,1,4.03,Refrigeration
10/9/2024,16:00,ECSW UTD,1,1.71,Office Equipment
10/9/2024,16:00,ECSW UTD,2,5.35,HVAC
10/9/2024,16:00,ECSW UTD,2,2.09,Lighting
10/9/2024,16:00,ECSW UTD,2,2.82,Computing
10/9/2024,16:00,ECSW UTD,2,3.59,Refrigeration
10/9/2024,16:00,ECSW UTD,2,1.54,Office Equipment
10/9/2024,16:00,ECSW UTD,3,4.46,HVAC
10/9/2024,16:00,ECSW UTD,3,0.54,Lighting
10/9/2024,16:00,ECSW UTD,3,3.22,Computing
10/9/2024,16:00,ECSW UTD,3,4.45,Refrigeration
10/9/2024,16:00,ECSW UTD,3,0.32,Office Equipment
10/9/2024,16:00,ECSW UTD,4,4.5,HVAC
10/9/2024,16:00,ECSW UTD,4,2.31,Lighting
10/9/2024,16:00,ECSW UTD,4,4.03,Computing
10/9/2024,16:00,ECSW UTD,4,4.01,Refrigeration
10/9/2024,16:00,ECSW UTD,4,1.14,Office Equipment
10/9/2024,17:00,ECSW UTD,1,4.91,HVAC
10/9/2024,17:00,ECSW UTD,1,2.69,Lighting
10/9/2024,17:00,ECSW UTD,1,2.68,Computing
10/9/2024,17:00,ECSW UTD,1,3.6,Refrigeration
10/9/2024,17:00,ECSW UTD,1,1.26,Office Equipment
10/9/2024,17:00,ECSW UTD,2,4.52,HVAC
10/9/2024,17:00,ECSW UTD,2,2.06,Lighting
10/9/2024,17:00,ECSW UTD,2,3.81,Computing
10/9/2024,17:00,ECSW UTD,2,4.16,Refrigeration
10/9/2024,17:00,ECSW UTD,2,1.37,Office Equipment
10/9/2024,17:00,ECSW UTD,3,4.85,HVAC
10/9/2024,17:00,ECSW UTD,3,1.22,Lighting
10/9/2024,17:00,ECSW UTD,3,3.44,Computing
10/9/2024,17:00,ECSW UTD,3,3.96,Refrigeration
10/9/2024,17:00,ECSW UTD,3,1.41,Office Equipment
10/9/2024,17:00,ECSW UTD,4,6.6,HVAC
10/9/2024,17:00,ECSW UTD,4,2.15,Lighting
10/9/2024,17:00,ECSW UTD,4,2.62,Computing
10/9/2024,17:00,ECSW UTD,4,3.79,Refrigeration
10/9/2024,17:00,ECSW UTD,4,2.07,Office Equipment
10/10/2024,9:00,ECSW UTD,1,5.06,HVAC
10/10/2024,9:00,ECSW UTD,1,1.28,Lighting
10/10/2024,9:00,ECSW UTD,1,3.46,Computing
10/10/2024,9:00,ECSW UTD,1,3.67,Refrigeration
10/10/2024,9:00,ECSW UTD,1,2.44,Office Equipment
10/10/2024,9:00,ECSW UTD,2,5.54,HVAC
10/10/2024,9:00,ECSW UTD,2,1.78,Lighting
10/10/2024,9:00,ECSW UTD,2,3.64,Computing
10/10/2024,9:00,ECSW UTD,2,4.03,Refrigeration
10/10/2024,9:00,ECSW UTD,2,1.93,Office Equipment
10/10/2024,9:00,ECSW UTD,3,5.24,HVAC
10/10/2024,9:00,ECSW UTD,3,1.58,Lighting
10/10/2024,9:00,ECSW UTD,3,2.68,Computing
10/10/2024,9:00,ECSW UTD,3,4.51,Refrigeration
10/10/2024,9:00,ECSW UTD,3,1.33,Office Equipment
10/10/2024,9:00,ECSW UTD,4,4.8,HVAC
10/10/2024,9:00,ECSW UTD,4,1.52,Lighting
10/10/2024,9:00,ECSW UTD,4,3.21,Computing
10/10/2024,9:00,ECSW UTD,4,5.03,Refrigeration
10/10/2024,9:00,ECSW UTD,4,0.97,Office Equipment
10/10/2024,10:00,ECSW UTD,1,5.01,HVAC
10/10/2024,10:00,ECSW UTD,1,2.71,Lighting
10/10/2024,10:00,ECSW UTD,1,2.96,Computing
10/10/2024,10:00,ECSW UTD,1,4.23,Refrigeration
10/10/2024,10:00,ECSW UTD,1,0.97,Office Equipment
10/10/2024,10:00,ECSW UTD,2,5.21,HVAC
10/10/2024,10:00,ECSW UTD,2,1.91,Lighting
10/10/2024,10:00,ECSW UTD,2,3.49,Computing
10/10/2024,10:00,ECSW UTD,2,4.59,Refrigeration
10/10/2024,10:00,ECSW UTD,2,2.79,Office Equipment
10/10/2024,10:00,ECSW UTD,3,5.29,HVAC
10/10/2024,10:00,ECSW UTD,3,2.16,Lighting
10/10/2024,10:00,ECSW UTD,3,3.1,Computing
10/10/2024,10:00,ECSW UTD,3,3.82,Refrigeration
10/10/2024,10:00,ECSW UTD,3,1.67,Office Equipment
10/10/2024,10:00,ECSW UTD,4,4.85,HVAC
10/10/2024,10:00,ECSW UTD,4,2.08,Lighting
10/10/2024,10:00,ECSW UTD,4,3.66,Computing
10/10/2024,10:00,ECSW UTD,4,3.5,Refrigeration
10/10/2024,10:00,ECSW UTD,4,2.07,Office Equipment
10/10/2024,11:00,ECSW UTD,1,5.66,HVAC
10/10/2024,11:00,ECSW UTD,1,1.94,Lighting
10/10/2024,11:00,ECSW UTD,1,1.94,Computing
10/10/2024,11:00,ECSW UTD,1,3.7,Refrigeration
10/10/2024,11:00,ECSW UTD,1,2.15,Office Equipment
10/10/2024,11:00,ECSW UTD,2,4.99,HVAC
10/10/2024,11:00,ECSW UTD,2,1.5,Lighting
10/10/2024,11:00,ECSW UTD,2,2.75,Computing
10/10/2024,11:00,ECSW UTD,2,4.42,Refrigeration
10/10/2024,11:00,ECSW UTD,2,1.77,Office Equipment
10/10/2024,11:00,ECSW UTD,3,4.88,HVAC
10/10/2024,11:00,ECSW UTD,3,1.82,Lighting
10/10/2024,11:00,ECSW UTD,3,2.8,Computing
10/10/2024,11:00,ECSW UTD,3,3.54,Refrigeration
10/10/2024,11:00,ECSW UTD,3,2.31,Office Equipment
10/10/2024,11:00,ECSW UTD,4,4.84,HVAC
10/10/2024,11:00,ECSW UTD,4,2.61,Lighting
10/10/2024,11:00,ECSW UTD,4,3.76,Computing
10/10/2024,11:00,ECSW UTD,4,4.5,Refrigeration
10/10/2024,11:00,ECSW UTD,4,1.28,Office Equipment
10/10/2024,12:00,ECSW UTD,1,5.2,HVAC
10/10/2024,12:00,ECSW UTD,1,1.99,Lighting
10/10/2024,12:00,ECSW UTD,1,2.55,Computing
10/10/2024,12:00,ECSW UTD,1,4.16,Refrigeration
10/10/2024,12:00,ECSW UTD,1,0.91,Office Equipment
10/10/2024,12:00,ECSW UTD,2,5.59,HVAC
10/10/2024,12:00,ECSW UTD,2,1.77,Lighting
10/10/2024,12:00,ECSW UTD,2,3.1,Computing
10/10/2024,12:00,ECSW UTD,2,4.14,Refrigeration
10/10/2024,12:00,ECSW UTD,2,1.37,Office Equipment
10/10/2024,12:00,ECSW UTD,3,5.29,HVAC
